source_ip,destination_ip,packets_per_second,packet_size,latency_ms,cpu_usage,memory_usage,anomaly
210.160.148.116,128.171.14.36,449.91899950525425,1070.2896415083167,40.48081539977764,19.674584768718397,36.713137230026376,0
118.125.177.23,158.160.253.215,480.74588597918415,1079.1607066874817,41.328697842890996,26.452794987862266,40.906255813010254,0
226.150.11.115,235.11.66.29,414.83087803224225,1098.1949903276502,45.63235762761782,23.55846191268231,38.29700646545069,0
81.44.126.85,235.11.66.29,469.80074066420894,1245.3866447768614,70.88442772869925,29.820872106467686,38.8446526127116,0
25.154.165.21,128.171.14.36,499.6013679341691,889.6283708215107,49.86162253905763,28.364913411951143,41.97710492694019,0
227.80.239.2,154.229.175.26,568.4315778766174,606.7286821247997,55.14254756017835,35.31970493780428,34.33607524366128,0
110.39.17.66,158.160.253.215,577.4967202508769,1192.8174336576715,44.26398227103099,32.21501065223688,38.058784732392304,0
50.112.145.170,158.160.253.215,1979.3536564963586,5161.698526704753,187.30241468013824,64.93428429463283,93.06389482073413,1
95.170.170.205,235.11.66.29,551.5499761247976,889.938969230916,36.54129076526785,38.67468287918404,34.90152340145572,0
24.138.201.16,128.171.14.36,504.5880388267751,1300.1519581268622,48.60553724319001,31.17012227176574,38.05826530849421,0
74.187.96.227,158.160.253.215,440.83707436671125,1061.48133956182,55.646059258936006,32.33272655725064,31.09420792767183,0
211.53.174.99,158.160.253.215,488.82686073370746,802.0743726859325,27.88138088670493,26.099004354412685,37.606207142391554,0
201.52.45.44,128.171.14.36,458.0391238388681,994.8891858017109,45.23779126455341,27.222266102565666,47.31097969358818,0
87.61.241.103,128.171.14.36,532.510058897933,1053.8253882490214,56.40479795200824,27.01512856639463,40.4141628525905,0
95.170.170.205,154.229.175.26,468.8429736787618,870.7545380312393,44.517312050749226,27.376687964665983,26.87591471812944,0
200.45.54.173,158.160.253.215,2008.0126411475803,4072.446669188272,237.3490420052355,75.95183056072493,76.24489110431257,1
25.154.165.21,154.229.175.26,475.7318226085448,832.9305893480486,70.99721789166516,26.32348269659024,41.62229302176259,0
229.134.224.133,154.229.175.26,508.3226104106528,1031.97127839948,52.16775563762629,38.04390427867187,45.83185272834626,0
84.41.0.223,235.11.66.29,623.1621056242643,1099.136377594521,39.978125442185274,23.952615322905974,32.347692951283115,0
25.213.196.162,202.85.194.113,518.5572936685654,1153.2160556769381,60.213832954293984,24.442098752432244,42.052750426638084,0
72.76.39.181,154.229.175.26,2077.662499599701,4486.099373351157,171.4842966106767,93.90366194395375,77.50179660410636,1
110.39.17.66,154.229.175.26,2304.7630226043007,3800.2747349097863,181.3315787498458,83.58885739775356,93.6036871590486,1
200.45.54.173,202.85.194.113,513.834539966501,849.2070822266647,41.64857098369977,24.988914905366375,39.123107720506546,0
50.78.187.161,235.11.66.29,1907.0377595256145,4775.146944205148,246.29875503573084,80.60032170849934,78.85177812647586,1
84.41.0.223,128.171.14.36,506.4610590987614,1638.6215135689722,56.68340488718081,33.67318772729665,38.451751430059694,0
25.154.165.21,235.11.66.29,454.6218168979201,626.692676585388,47.45044206446302,21.261817450858693,35.322018506187874,0
102.189.137.179,154.229.175.26,501.7631775985864,755.1403527421269,57.426824183597226,39.486443473865556,49.2468107069319,0
110.39.17.66,202.85.194.113,492.41074524822085,632.7589253793407,57.83390509282596,28.349399530167748,37.71183375331192,0
226.150.11.115,128.171.14.36,470.0303677277989,902.4177183708595,40.428490851049574,35.95274297171798,40.88094911251346,0
72.76.39.181,154.229.175.26,2243.887410542169,4494.033801012145,257.5133697949148,86.21420256786845,86.3899077674743,1
95.214.193.134,128.171.14.36,562.3042596248814,952.2135801660611,43.03228181570425,35.14728740799178,43.26153075805115,0
0.141.135.193,128.171.14.36,467.40819460989206,906.7926996263516,45.82633186394916,40.479217509045796,43.7122945679631,0
110.39.17.66,154.229.175.26,608.162736165273,1028.5886189527414,62.571492168625724,26.31614932026189,35.882325146870755,0
200.45.54.173,235.11.66.29,470.53176215278944,998.7858176920213,50.85318142565024,36.38482693044094,32.57971667537832,0
74.187.96.227,128.171.14.36,429.90744686038596,771.3990174539033,47.37109170791732,28.209853101265068,41.03801675700313,0
118.125.177.23,128.171.14.36,531.6390933053142,796.8356362043206,49.46879346982455,39.60183751072131,39.970226453936355,0
1.226.252.91,154.229.175.26,511.37299673020647,940.4872993280017,51.647608412365166,34.23385387608247,43.09443149011577,0
74.187.96.227,128.171.14.36,523.6298741206522,676.7378783126824,44.690291021880356,29.389714339393613,44.789198155541335,0
227.80.239.2,202.85.194.113,517.8556285755873,930.1484591363143,56.01206748929115,30.701799349240236,36.50900162694475,0
8.229.5.50,202.85.194.113,473.45656135398394,1323.1165647096464,28.792998473649337,30.87768114789299,46.86957192605725,0
25.213.196.162,202.85.194.113,550.7185032509066,1342.1226745163851,58.539759765522234,23.259764440299165,43.50747390962357,0
50.112.145.170,128.171.14.36,2250.842522584394,4687.331554267643,226.66036589496562,87.82841192863144,64.7772208251205,1
120.177.44.73,158.160.253.215,532.2742090570538,761.214998720189,45.49987142004186,32.92952100582325,41.33921818933167,0
200.45.54.173,154.229.175.26,1748.2151905461412,6363.2289751322505,254.3855213078933,96.26434672453944,98.51124098380238,1
102.189.137.179,128.171.14.36,448.93835914346437,1050.7479322989147,43.9601937403077,36.24752450353079,40.01573863453163,0
81.44.126.85,154.229.175.26,524.8999145622724,1342.3416960284687,44.51712703509399,24.023531182003776,37.269791005916396,0
87.61.241.103,202.85.194.113,555.4351790291454,997.1095458243442,53.829889847409284,34.248059942581065,43.17983875355869,0
74.187.96.227,158.160.253.215,593.2887255572379,862.3699309644553,46.24803619676063,23.812866808887136,42.63268341836154,0
25.154.165.21,158.160.253.215,397.9132565787855,1150.8582659627148,56.021183203924835,27.6436812964874,43.41611507394404,0
87.61.241.103,158.160.253.215,523.5734178567998,712.3444043365266,57.89056687375519,31.757399501761007,48.63113272817816,0
72.76.39.181,158.160.253.215,1656.6423284983523,6202.576505225227,259.1993721598445,79.92088304571794,104.44412195055088,1
120.177.44.73,202.85.194.113,439.98517964721117,870.1444909867986,66.17212574968624,29.135991313017676,40.12605433770041,0
84.41.0.223,235.11.66.29,440.4348251398676,1196.3530973983188,62.81643795003769,36.643204141241156,36.750865572512815,0
33.31.116.38,202.85.194.113,463.71280934232675,1047.673796546957,47.033925409302014,29.092484189321663,38.57452871478993,0
11.2.209.119,202.85.194.113,510.7046872065102,879.7264712097573,70.24309623286852,41.40825918269421,46.420478969740586,0
33.31.116.38,202.85.194.113,439.44919001187714,970.4794827402662,40.81313488513906,23.80473648736679,35.6076309932897,0
211.53.174.99,158.160.253.215,563.9225931303649,1073.9284384396187,53.29508735573009,25.287209971040618,38.13365877029343,0
110.39.17.66,158.160.253.215,1834.9549041492814,5770.750209618787,204.55468031279565,99.70316201788282,108.18898532200325,1
110.39.17.66,158.160.253.215,2144.5918365593625,5724.136559314497,206.23760498319672,103.33885745500572,86.1345838410224,1
227.80.239.2,154.229.175.26,563.8838410949254,1433.0004689802167,40.824971789857365,25.839693475750718,27.509694912535302,0
110.39.17.66,202.85.194.113,1815.5302804842688,6351.015752487,167.7829866489008,88.9302853014152,82.02886433775019,1
84.41.0.223,128.171.14.36,539.5831346981468,971.1824888556769,46.12900297525599,27.053641741053468,44.50266538665796,0
110.39.17.66,158.160.253.215,504.98256825438204,987.1723306814015,57.15381315441244,30.363402621646706,36.323994826183764,0
20.17.187.145,235.11.66.29,529.6550628984191,1025.2759159092823,53.338599665685344,34.36098500036489,39.0456389022341,0
119.71.218.137,128.171.14.36,415.376768514259,1096.946563458895,52.96575545140762,32.98220568790876,32.27531326661621,0
200.45.54.173,154.229.175.26,450.92456744760244,1242.6195399958367,39.12754061137197,25.418629497181374,29.89100680019026,0
200.45.54.173,154.229.175.26,1894.3078850910156,2798.7565265490816,223.4489039074234,92.0228040762122,101.65916520255223,1
50.112.145.170,128.171.14.36,527.3548690585019,1217.1791131663156,55.345056484805504,38.80594062433687,39.01539096001555,0
74.187.96.227,128.171.14.36,467.4199826197091,1515.9418675308639,58.92597338299309,39.55709543569861,42.522416281915085,0
110.39.17.66,154.229.175.26,1988.9825679978649,3441.213004976158,288.40846465298915,105.68182429527326,80.05644934369127,1
81.44.126.85,158.160.253.215,594.1012248237516,1183.8457869150407,50.838266279293606,20.10887375312595,35.563352705721144,0
200.45.54.173,128.171.14.36,424.8428523440947,1090.4743592499467,43.4791111140694,29.82496194996882,46.94512181481381,0
50.112.145.170,154.229.175.26,653.9440404227619,822.50156443958,36.613942002767516,35.767951716584626,33.027524655703694,0
1.226.252.91,202.85.194.113,384.90394176322076,878.0434191361236,73.6387249461936,29.595607510672693,46.41908429926781,0
74.187.96.227,158.160.253.215,423.8406547608113,816.1230816827153,52.52240396426677,28.31806527294432,37.49382946104894,0
200.45.54.173,158.160.253.215,1439.124448572056,5758.824416163609,167.4162438921792,82.5483222968265,100.81514086299741,1
87.61.241.103,202.85.194.113,450.519758987071,910.5356208682498,64.0336997012519,25.82838477254209,36.66405457611247,0
50.78.187.161,202.85.194.113,558.9720060360644,926.9356897375783,49.16562030209639,39.86271088394904,44.198319322155946,0
72.76.39.181,235.11.66.29,541.1585291980957,808.9754841301294,51.90635591265024,28.304388603649805,42.61611592868517,0
95.170.170.205,128.171.14.36,588.5400317817755,964.8228375135327,54.54740912141134,36.517539659673794,38.73618372451907,0
118.125.177.23,202.85.194.113,496.6960100676342,1064.6335428369564,55.55512646342248,29.48284387854858,42.50415795502106,0
74.187.96.227,128.171.14.36,507.51508807309386,1038.0999359558132,58.852314829889906,41.539581253080556,45.921283225980865,0
81.180.146.196,202.85.194.113,487.2511391289572,800.1395535410179,58.48174212666668,33.65690126287496,36.79166589934809,0
74.187.96.227,235.11.66.29,451.0618142108846,1411.4990939423396,52.11283692279473,35.0356666823658,46.4563691950794,0
72.76.39.181,158.160.253.215,452.22297796997873,925.4333695816466,67.19377906207296,16.984314560863506,41.429016433973665,0
50.78.187.161,202.85.194.113,2124.162571257941,5857.898825291343,208.2701830149852,90.58370290817895,88.48032617683961,1
226.150.11.115,154.229.175.26,565.2739403577165,1002.0705239686761,56.659242520544616,28.19268616653007,37.953457629521395,0
8.229.5.50,235.11.66.29,473.0120159845319,1073.4574626802682,42.57515767461616,24.001512358173457,47.96334999141442,0
201.52.45.44,202.85.194.113,692.6365745327361,1349.915348637388,49.99291405423354,32.25612659659254,34.369730195444745,0
87.61.241.103,235.11.66.29,390.0597021689959,978.8103291391728,59.55300558237753,33.804233271557386,45.611871093515795,0
74.187.96.227,154.229.175.26,535.8771127897982,883.3845122862123,48.25645742097164,29.51042376778548,37.192211268346874,0
119.71.218.137,154.229.175.26,531.2059908526078,758.0610514317784,56.95537757565778,24.53918183640955,48.497179915043546,0
0.141.135.193,202.85.194.113,453.65347642109583,1111.6653825043445,54.367385517335094,28.80944781843973,44.98816038460122,0
110.39.17.66,158.160.253.215,2836.681973076262,3489.958788014748,225.22909072386952,94.50495723778035,97.97850701382139,1
110.39.17.66,158.160.253.215,563.8832447894213,1005.6362314738257,56.06723059136183,32.66003099410972,36.84987510233053,0
110.39.17.66,158.160.253.215,2015.6979327663882,6092.106783982426,214.67687649843202,96.93923233191258,83.42865037721941,1
110.39.17.66,202.85.194.113,518.860593753226,942.7991556239779,52.147131831705266,32.31241812033427,41.192774768868695,0
200.45.54.173,235.11.66.29,3138.543249026652,7935.657902327778,191.12020026206307,107.15907631132694,84.03105215268029,1
24.138.201.16,158.160.253.215,572.0636644533058,1218.2620241188538,53.476764835383364,28.92166181226184,39.339317055492266,0
248.73.116.62,202.85.194.113,489.5938874821362,1077.715720906193,67.3889966379758,37.092656725740184,42.54304186616721,0
118.125.177.23,202.85.194.113,572.3488942176866,1322.444125651085,67.38851351853332,25.717508812954005,43.29725620556806,0
120.177.44.73,235.11.66.29,514.8060138532288,1015.7270380632182,56.70480617241213,35.20862332029426,42.97745448819629,0
50.112.145.170,202.85.194.113,482.035395460647,1084.812208892818,63.88337778208448,29.189380122600706,48.047603328879866,0
8.229.5.50,158.160.253.215,504.11419946377123,957.7739522344611,53.93797298216251,28.01160153192698,43.13803148780916,0
233.208.134.16,235.11.66.29,592.6139092254468,666.2831852244822,40.26453800295531,26.70875793833076,32.91886472103677,0
33.31.116.38,154.229.175.26,628.0042269134398,1015.0867277803186,58.95355430762599,25.93492813869935,43.359723039072485,0
33.31.116.38,154.229.175.26,572.188230203663,869.2467322702361,65.2100622715938,32.85253604177258,44.84784512876453,0
244.233.118.34,202.85.194.113,493.49284728161575,962.6057394029108,38.99845767028305,41.6002036100863,38.31723705060913,0
130.173.159.42,158.160.253.215,540.643105941948,1053.4784628143807,56.50450092536139,24.233247447020204,35.07672607576369,0
114.166.178.8,202.85.194.113,442.85148510846886,1272.8280859947688,54.87872284871074,32.18656593519481,42.85589703109604,0
81.180.146.196,154.229.175.26,514.4887428448206,995.7265411303127,39.861040477074624,31.163933714700818,34.649042185528344,0
229.134.224.133,154.229.175.26,486.7671583381022,802.2817785698165,70.2360621922964,34.87656229238989,49.06703849257711,0
50.112.145.170,202.85.194.113,2421.9197548208685,4745.053029596411,162.5414136698379,90.43040870850388,82.03935862279366,1
50.78.187.161,128.171.14.36,473.51198981164805,948.1915708358594,45.467515909769865,20.244490679806876,45.697777680127345,0
118.125.177.23,158.160.253.215,522.9590039614218,849.5687188818833,37.038833357501055,25.573756569378887,36.74670086315808,0
11.2.209.119,154.229.175.26,508.5432719063971,812.9122595910809,69.62587190530795,26.889825972228092,39.595413311686556,0
95.170.170.205,235.11.66.29,578.9786072865356,781.9201845114308,62.46891715534719,24.119133317226098,40.422525728464315,0
35.217.222.95,158.160.253.215,525.7523843153024,719.4789456400613,46.86941969476845,34.50199294197532,35.715740674361,0
110.39.17.66,158.160.253.215,2191.5840948794503,5837.830535229481,196.99812291557177,92.31607474168092,84.08721990630295,1
0.141.135.193,235.11.66.29,544.9799937716625,1183.8152965975537,54.18398220888684,38.38196513604102,34.724553159116525,0
114.166.178.8,202.85.194.113,532.0421430633505,823.6250697544565,37.58239424518376,28.39851097731679,55.5645510052192,0
102.189.137.179,202.85.194.113,490.4830660958196,1241.6732461186284,47.202398315041656,29.759557463346137,45.3842407232884,0
102.189.137.179,235.11.66.29,498.2657556306609,877.5125250719125,47.56616020624982,25.14937869810178,30.44341554168748,0
226.150.11.115,128.171.14.36,412.06302567884427,944.6373400222159,46.659227690200595,35.50661478867881,37.585862045965406,0
81.180.146.196,158.160.253.215,470.38030378805655,1139.277489491343,79.49094425308725,31.61487251808834,43.45236343060756,0
229.134.224.133,235.11.66.29,432.77747444828617,1141.6428846513113,32.96128413173281,28.98737886467585,44.343862502953854,0
87.61.241.103,235.11.66.29,530.7967803472131,730.8040639506503,48.655032155982674,35.28684152689112,42.63448961832897,0
25.154.165.21,202.85.194.113,476.8291153593769,1263.4788131268651,33.924401356310256,29.531819056304144,40.113154263384345,0
50.78.187.161,154.229.175.26,622.7650069955447,826.7650303570998,41.627375689503,27.68530243987371,37.35266518246496,0
35.217.222.95,128.171.14.36,465.0137246003707,958.1953485427949,54.82248952680657,30.783468641232623,44.2155266616162,0
120.177.44.73,158.160.253.215,502.9104359223,1044.7828268129324,43.5851309095569,28.138404735310385,24.961838301531216,0
50.112.145.170,235.11.66.29,548.777256356118,925.8771335827788,51.93589911367545,28.02159644121868,38.81494014993686,0
110.39.17.66,128.171.14.36,432.0071929510041,685.8247695863001,45.83805595114746,36.62716054547539,37.517341322590156,0
25.213.196.162,154.229.175.26,589.8843263424761,994.695748150188,52.57752540142751,19.610940900719015,43.55705289732747,0
210.160.148.116,202.85.194.113,523.1051737131636,1028.343382727981,39.141748711148146,36.777214005527476,39.49359640649234,0
35.61.128.242,202.85.194.113,562.787806278676,683.7618595935733,59.15390275560162,33.27487792110845,47.13652682144608,0
38.157.6.149,235.11.66.29,537.3126783013611,774.6465062180389,38.69930660959642,22.96592495251231,34.23253787007608,0
84.41.0.223,235.11.66.29,498.79374564449984,1263.519507121592,58.90247500836509,19.567611708144575,35.294886496668106,0
244.233.118.34,235.11.66.29,517.1362673188852,572.8651572042609,59.32191564260385,29.535278966932058,39.021507344265494,0
200.45.54.173,154.229.175.26,592.3353662868017,1056.0322317639213,45.002698238483696,32.68145454758595,37.62910912448017,0
110.39.17.66,158.160.253.215,615.7329283336754,762.4803161940974,46.41659847978778,24.749296301989272,28.04021897843488,0
50.78.187.161,235.11.66.29,496.4917144270677,1063.8349020838361,45.43879172525812,30.905313713855413,29.548485505734217,0
38.157.6.149,128.171.14.36,495.1643444064804,975.9237672092803,65.32367724678116,23.420920917862464,42.96265153658881,0
81.180.146.196,235.11.66.29,519.9568057176035,1169.4843354300842,36.006938251980586,19.33702186922582,41.78486379633463,0
50.78.187.161,128.171.14.36,1980.0528081241441,4194.904818969491,231.88029061156044,98.56737421470459,102.5761905635936,1
110.39.17.66,202.85.194.113,1682.2950598856314,4300.585459876713,172.3411377326365,73.7445596643794,95.37768190368485,1
1.226.252.91,128.171.14.36,416.9519533242004,1268.0900892046288,51.814266201139716,36.51639018658032,39.14870876602047,0
226.150.11.115,158.160.253.215,462.5756731721723,1185.5680256162475,52.71495310825648,29.26487288284575,43.04452678127316,0
33.31.116.38,158.160.253.215,560.3254483254178,1112.1838895882477,47.12552480599644,32.14670411400867,43.35455624138437,0
114.166.178.8,235.11.66.29,522.0007225026666,1528.868669403407,58.760467925297945,30.30042997307582,37.701176920847615,0
201.52.45.44,154.229.175.26,437.6108409017575,717.257100619004,61.92507512477975,39.70608718231875,42.467801021671455,0
50.112.145.170,128.171.14.36,576.4775159730307,830.7286690018253,54.63184795267585,26.828570761552985,37.303474927683645,0
25.154.165.21,158.160.253.215,467.3335383713144,846.0053537882716,36.696863742610105,26.334219014450017,50.981115710763994,0
95.170.170.205,235.11.66.29,473.7739866860113,819.2596278539744,46.70552213652908,30.893473584052376,47.35517345408552,0
50.78.187.161,128.171.14.36,519.7226071189149,1298.5377137919045,53.278211728430854,29.434359737421296,37.31177121110092,0
110.39.17.66,202.85.194.113,2239.7537740008042,4487.46588935345,147.2180255100702,95.79346759756775,102.27034597048872,1
20.17.187.145,158.160.253.215,590.0470216455408,969.7453432692977,44.29648633586319,20.551753539519236,45.59622458782048,0
50.78.187.161,158.160.253.215,2366.4145409108723,7381.7135317325465,157.42300101103405,94.18759960127497,101.7718496318434,1
210.160.148.116,154.229.175.26,499.8198730454716,1190.6250090752173,33.45112563771704,31.214410065751373,42.824211793000615,0
50.112.145.170,128.171.14.36,517.8507742982524,1016.365871709513,41.695555934434346,23.964891760713922,46.03304077431957,0
20.17.187.145,128.171.14.36,537.5693561685895,1370.8185132668377,41.485935657396865,18.915905803229677,35.51084966787185,0
81.180.146.196,235.11.66.29,535.3875967727738,1008.7204892744908,47.94140569119659,35.009124268409685,40.075914712702165,0
233.208.134.16,128.171.14.36,474.0864890863176,1415.3495967121682,27.03819046862762,24.414067691464986,30.441797246741217,0
211.53.174.99,154.229.175.26,510.8229294790987,726.0394040841844,57.90625599162769,19.870960634443115,46.77786467855174,0
33.31.116.38,235.11.66.29,460.4762772277344,1022.6540821075529,57.04506539824723,23.13570274259468,37.73181806204158,0
200.45.54.173,235.11.66.29,466.14191442439443,1298.1452273699904,46.42970799193391,32.870356104470005,40.99711992993384,0
248.73.116.62,235.11.66.29,474.82621729419003,1065.7524820606961,57.18185725707934,27.9425342771891,48.28104126028648,0
200.45.54.173,202.85.194.113,2366.773906752933,3921.487258635403,173.82120057967086,107.66511800327633,104.419424019526,1
233.208.134.16,128.171.14.36,487.7128467957028,787.521294370624,39.10366962657612,25.944995681855776,43.18662341511536,0
35.61.128.242,158.160.253.215,467.36880103488045,1038.9472389437549,69.87275999230808,30.433488497071984,29.57051061133331,0
11.2.209.119,235.11.66.29,393.80521378450965,1431.4616426531006,53.437878815498856,31.062870153161075,36.66575641524218,0
33.31.116.38,128.171.14.36,516.7228394993513,1225.3410273655168,41.133190777165424,38.26808634246142,39.81834695978829,0
50.78.187.161,202.85.194.113,526.4902088957641,1332.251842909574,47.82982949575629,34.39708520568701,30.89456965352752,0
